,student_id,email,name,surname,gender,age,programme,year,category_id,category
550,551,tomasafabregat@edem.es,Tomasa,Fabregat,female,21,BBA in Business Administration,4,"[14, 9, 13, 15, 8, 3, 6]","['Music', 'Sport', 'Design', 'HR', 'Crypto', 'Management Skills', 'Entrepreneurship']"
551,552,octaviaharo@edem.es,Octavia,Haro,female,19,BBA in Business Administration,3,"[9, 5, 10, 6, 12, 7, 3, 2, 4, 8, 13, 16, 1, 11, 15, 14]","['Sport', 'Tech', 'Economy', 'Entrepreneurship', 'Sustainability', 'Artificial Intelligence', 'Management Skills', 'Finance and Investment', 'Business Management', 'Crypto', 'Design', 'Employment', 'Marketing', 'Networking', 'HR', 'Music']"
552,553,luchopiñol@edem.es,Lucho,Piñol,male,18,BSc in Engineering and Management,2,"[6, 7]","['Entrepreneurship', 'Artificial Intelligence']"
553,554,demetrioreig@edem.es,Demetrio,Reig,male,27,Master Marketing and Digital Sales,1,[3],['Management Skills']
554,555,amadamonreal@edem.es,Amada,Monreal,female,25,Master Data Analytics,1,"[16, 15, 10, 7, 2]","['Employment', 'HR', 'Economy', 'Artificial Intelligence', 'Finance and Investment']"
555,556,petronasuárez@edem.es,Petrona,Suárez,female,18,BBA in Business Administration,3,"[9, 4, 6]","['Sport', 'Business Management', 'Entrepreneurship']"
556,557,patriciopiquer@edem.es,Patricio,Piquer,male,19,BSc in Engineering and Management,2,"[2, 12, 7]","['Finance and Investment', 'Sustainability', 'Artificial Intelligence']"
557,558,gabrielacornejo@edem.es,Gabriela,Cornejo,female,20,Bootcamp UX/ UI,1,"[10, 12, 16, 1, 3, 11, 8, 14, 13, 2, 6, 5, 15]","['Economy', 'Sustainability', 'Employment', 'Marketing', 'Management Skills', 'Networking', 'Crypto', 'Music', 'Design', 'Finance and Investment', 'Entrepreneurship', 'Tech', 'HR']"
558,559,leocadiaarco@edem.es,Leocadia,Arco,female,27,Master Marketing and Digital Sales,1,"[2, 13, 10, 9, 15, 4, 14]","['Finance and Investment', 'Design', 'Economy', 'Sport', 'HR', 'Business Management', 'Music']"
559,560,bernardinovallés@edem.es,Bernardino,Vallés,male,19,BBA in Business Administration,1,"[2, 6, 4, 11, 1, 3]","['Finance and Investment', 'Entrepreneurship', 'Business Management', 'Networking', 'Marketing', 'Management Skills']"
560,561,martamármol@edem.es,Marta,Mármol,female,18,BBA in Business Administration,2,"[9, 13, 7]","['Sport', 'Design', 'Artificial Intelligence']"
561,562,trinidadcabrera@edem.es,Trinidad,Cabrera,male,20,BBA in Business Administration,1,"[13, 7, 10, 4, 9, 1, 2, 14, 5, 6, 8, 15]","['Design', 'Artificial Intelligence', 'Economy', 'Business Management', 'Sport', 'Marketing', 'Finance and Investment', 'Music', 'Tech', 'Entrepreneurship', 'Crypto', 'HR']"
562,563,ulisessacristán@edem.es,Ulises,Sacristán,male,19,BBA in Business Administration,2,"[12, 14, 5, 4, 10, 13, 8, 7, 1, 3, 2, 11]","['Sustainability', 'Music', 'Tech', 'Business Management', 'Economy', 'Design', 'Crypto', 'Artificial Intelligence', 'Marketing', 'Management Skills', 'Finance and Investment', 'Networking']"
563,564,armidazorrilla@edem.es,Armida,Zorrilla,female,19,BBA in Business Administration,1,"[3, 9, 5, 6]","['Management Skills', 'Sport', 'Tech', 'Entrepreneurship']"
564,565,xaviersaura@edem.es,Xavier,Saura,male,25,Master Data Analytics,1,"[9, 15, 16, 13]","['Sport', 'HR', 'Employment', 'Design']"
565,566,adoracióncobos@edem.es,Adoración,Cobos,female,23,Master Data Analytics,1,"[15, 7, 10, 8, 4, 6, 13, 14, 1]","['HR', 'Artificial Intelligence', 'Economy', 'Crypto', 'Business Management', 'Entrepreneurship', 'Design', 'Music', 'Marketing']"
566,567,hernandocortes@edem.es,Hernando,Cortes,male,18,BSc in Engineering and Management,2,"[4, 5, 2, 7, 11, 16, 12, 6, 13, 3, 15, 9, 1, 8, 14, 10]","['Business Management', 'Tech', 'Finance and Investment', 'Artificial Intelligence', 'Networking', 'Employment', 'Sustainability', 'Entrepreneurship', 'Design', 'Management Skills', 'HR', 'Sport', 'Marketing', 'Crypto', 'Music', 'Economy']"
567,568,angelitasoria@edem.es,Angelita,Soria,female,46,Bootcamp Data Science,1,"[3, 7, 11, 12, 6, 2, 9, 16, 8, 10]","['Management Skills', 'Artificial Intelligence', 'Networking', 'Sustainability', 'Entrepreneurship', 'Finance and Investment', 'Sport', 'Employment', 'Crypto', 'Economy']"
568,569,rosendolanda@edem.es,Rosendo,Landa,male,18,BBA in Business Administration,3,"[7, 15, 10, 5, 3, 11, 4, 8, 14, 2, 6, 16]","['Artificial Intelligence', 'HR', 'Economy', 'Tech', 'Management Skills', 'Networking', 'Business Management', 'Crypto', 'Music', 'Finance and Investment', 'Entrepreneurship', 'Employment']"
569,570,fortunatopuga@edem.es,Fortunato,Puga,male,26,Master Data Analytics,1,"[7, 4, 15, 14, 10, 6, 3, 2, 9]","['Artificial Intelligence', 'Business Management', 'HR', 'Music', 'Economy', 'Entrepreneurship', 'Management Skills', 'Finance and Investment', 'Sport']"
570,571,morenobernat@edem.es,Moreno,Bernat,male,18,BBA in Business Administration,4,"[16, 10, 1]","['Employment', 'Economy', 'Marketing']"
571,572,teodosiomoya@edem.es,Teodosio,Moya,male,18,BBA in Business Administration,2,"[16, 6]","['Employment', 'Entrepreneurship']"
572,573,teodosiopinto@edem.es,Teodosio,Pinto,male,18,BBA in Business Administration,4,"[16, 15, 10, 5, 8, 3, 9, 13, 7, 2, 14]","['Employment', 'HR', 'Economy', 'Tech', 'Crypto', 'Management Skills', 'Sport', 'Design', 'Artificial Intelligence', 'Finance and Investment', 'Music']"
573,574,estertorrents@edem.es,Ester,Torrents,female,35,Bootcamp Full Stack,1,"[2, 9, 13, 7, 8]","['Finance and Investment', 'Sport', 'Design', 'Artificial Intelligence', 'Crypto']"
574,575,tristánaraujo@edem.es,Tristán,Araujo,male,20,BBA in Business Administration,1,"[12, 7]","['Sustainability', 'Artificial Intelligence']"
575,576,maríapilarbayona@edem.es,María Pilar,Bayona,female,23,Master Marketing and Digital Sales,1,"[15, 2, 12, 9, 8, 6]","['HR', 'Finance and Investment', 'Sustainability', 'Sport', 'Crypto', 'Entrepreneurship']"
576,577,desideriomadrigal@edem.es,Desiderio,Madrigal,male,18,BBA in Business Administration,3,[1],['Marketing']
577,578,danilobotella@edem.es,Danilo,Botella,male,18,BBA in Business Administration,2,"[13, 10, 2, 6, 16, 15, 5]","['Design', 'Economy', 'Finance and Investment', 'Entrepreneurship', 'Employment', 'HR', 'Tech']"
578,579,irmacabello@edem.es,Irma,Cabello,female,19,BBA in Business Administration,2,"[9, 4, 5, 8, 10, 6]","['Sport', 'Business Management', 'Tech', 'Crypto', 'Economy', 'Entrepreneurship']"
579,580,píacabrera@edem.es,Pía,Cabrera,female,18,BBA in Business Administration,4,"[6, 8, 7, 4, 14, 16, 11, 12, 5, 13, 2, 15]","['Entrepreneurship', 'Crypto', 'Artificial Intelligence', 'Business Management', 'Music', 'Employment', 'Networking', 'Sustainability', 'Tech', 'Design', 'Finance and Investment', 'HR']"
580,581,ivándelgado@edem.es,Iván,Delgado,male,19,BBA in Business Administration,1,"[8, 14, 2, 12, 5]","['Crypto', 'Music', 'Finance and Investment', 'Sustainability', 'Tech']"
581,582,ovidiomarí@edem.es,Ovidio,Marí,male,23,Master Data Analytics,1,"[14, 16, 7, 4, 3, 12, 8, 1]","['Music', 'Employment', 'Artificial Intelligence', 'Business Management', 'Management Skills', 'Sustainability', 'Crypto', 'Marketing']"
582,583,yaizaandres@edem.es,Yaiza,Andres,female,25,Master Data Analytics,1,"[14, 8, 3, 11, 9, 12]","['Music', 'Crypto', 'Management Skills', 'Networking', 'Sport', 'Sustainability']"
583,584,amaliamorata@edem.es,Amalia,Morata,female,18,BSc in Engineering and Management,1,"[16, 5, 15, 9, 10, 1, 7, 2, 3, 11, 13]","['Employment', 'Tech', 'HR', 'Sport', 'Economy', 'Marketing', 'Artificial Intelligence', 'Finance and Investment', 'Management Skills', 'Networking', 'Design']"
584,585,rosalindabarba@edem.es,Rosalinda,Barba,female,24,Master Finance,1,"[16, 14, 11, 2, 8, 6, 5, 15, 9]","['Employment', 'Music', 'Networking', 'Finance and Investment', 'Crypto', 'Entrepreneurship', 'Tech', 'HR', 'Sport']"
585,586,eugeniopalmer@edem.es,Eugenio,Palmer,male,18,BBA in Business Administration,1,"[12, 1, 7, 2, 6, 11, 10, 4, 3]","['Sustainability', 'Marketing', 'Artificial Intelligence', 'Finance and Investment', 'Entrepreneurship', 'Networking', 'Economy', 'Business Management', 'Management Skills']"
586,587,glaucorosa@edem.es,Glauco,Rosa,male,19,BBA in Business Administration,2,"[12, 6, 11, 9, 8, 16, 2, 7, 5, 4]","['Sustainability', 'Entrepreneurship', 'Networking', 'Sport', 'Crypto', 'Employment', 'Finance and Investment', 'Artificial Intelligence', 'Tech', 'Business Management']"
587,588,blancahidalgo@edem.es,Blanca,Hidalgo,female,18,BBA in Business Administration,3,"[6, 11, 13, 16, 7]","['Entrepreneurship', 'Networking', 'Design', 'Employment', 'Artificial Intelligence']"
588,589,juanmanuelrequena@edem.es,Juan Manuel,Requena,male,19,BBA in Business Administration,1,"[3, 2, 16, 6, 4, 13, 11, 5, 9, 8, 10, 12, 14]","['Management Skills', 'Finance and Investment', 'Employment', 'Entrepreneurship', 'Business Management', 'Design', 'Networking', 'Tech', 'Sport', 'Crypto', 'Economy', 'Sustainability', 'Music']"
589,590,marciaescolano@edem.es,Marcia,Escolano,female,19,BSc in Engineering and Management,1,"[12, 16, 10, 9, 8, 7, 3, 14, 1, 2, 6, 11, 13, 4, 15]","['Sustainability', 'Employment', 'Economy', 'Sport', 'Crypto', 'Artificial Intelligence', 'Management Skills', 'Music', 'Marketing', 'Finance and Investment', 'Entrepreneurship', 'Networking', 'Design', 'Business Management', 'HR']"
590,591,carlotadíez@edem.es,Carlota,Díez,female,27,Master Data Analytics,1,"[6, 7, 2, 14, 13, 8, 9]","['Entrepreneurship', 'Artificial Intelligence', 'Finance and Investment', 'Music', 'Design', 'Crypto', 'Sport']"
591,592,aníbalpiñeiro@edem.es,Aníbal,Piñeiro,male,18,BSc in Engineering and Management,3,"[1, 13]","['Marketing', 'Design']"
592,593,maríateresahernando@edem.es,María Teresa,Hernando,female,18,BSc in Engineering and Management,4,"[3, 2, 5, 10, 16, 15, 7, 14, 4, 11, 6, 12, 8]","['Management Skills', 'Finance and Investment', 'Tech', 'Economy', 'Employment', 'HR', 'Artificial Intelligence', 'Music', 'Business Management', 'Networking', 'Entrepreneurship', 'Sustainability', 'Crypto']"
593,594,joseramónclemente@edem.es,Jose Ramón,Clemente,male,23,Master Marketing and Digital Sales,1,"[5, 9, 14, 3, 1]","['Tech', 'Sport', 'Music', 'Management Skills', 'Marketing']"
594,595,davidserra@edem.es,David,Serra,male,18,BBA in Business Administration,1,"[12, 14]","['Sustainability', 'Music']"
595,596,mercheizquierdo@edem.es,Merche,Izquierdo,female,26,Master Finance,1,"[16, 8, 14, 9, 5, 13, 15, 3, 11, 12, 7]","['Employment', 'Crypto', 'Music', 'Sport', 'Tech', 'Design', 'HR', 'Management Skills', 'Networking', 'Sustainability', 'Artificial Intelligence']"
596,597,jimenajara@edem.es,Jimena,Jara,female,21,BBA in Business Administration,4,"[14, 9, 11, 16, 15, 5, 6, 8, 4, 7, 1, 12, 3, 2, 13]","['Music', 'Sport', 'Networking', 'Employment', 'HR', 'Tech', 'Entrepreneurship', 'Crypto', 'Business Management', 'Artificial Intelligence', 'Marketing', 'Sustainability', 'Management Skills', 'Finance and Investment', 'Design']"
597,598,natividadagustí@edem.es,Natividad,Agustí,female,19,BBA in Business Administration,1,"[5, 16, 1, 14, 9, 3, 6, 15, 8]","['Tech', 'Employment', 'Marketing', 'Music', 'Sport', 'Management Skills', 'Entrepreneurship', 'HR', 'Crypto']"
598,599,ximenasola@edem.es,Ximena,Sola,female,18,BSc in Engineering and Management,1,[16],['Employment']
599,600,xiomaramaestre@edem.es,Xiomara,Maestre,female,25,Bootcamp Data Science,1,"[10, 1, 13, 7, 5, 16, 4, 15, 6, 2, 11, 12, 8, 14, 9, 3]","['Economy', 'Marketing', 'Design', 'Artificial Intelligence', 'Tech', 'Employment', 'Business Management', 'HR', 'Entrepreneurship', 'Finance and Investment', 'Networking', 'Sustainability', 'Crypto', 'Music', 'Sport', 'Management Skills']"
600,601,nilocruz@edem.es,Nilo,Cruz,male,18,BSc in Engineering and Management,1,"[13, 4, 5, 2, 7, 11, 15, 9, 14, 3, 6, 8, 12]","['Design', 'Business Management', 'Tech', 'Finance and Investment', 'Artificial Intelligence', 'Networking', 'HR', 'Sport', 'Music', 'Management Skills', 'Entrepreneurship', 'Crypto', 'Sustainability']"
601,602,angelinosala@edem.es,Angelino,Sala,male,20,BBA in Business Administration,4,"[7, 14, 2, 3, 13, 5, 15, 8, 9, 12, 6, 11, 4, 1]","['Artificial Intelligence', 'Music', 'Finance and Investment', 'Management Skills', 'Design', 'Tech', 'HR', 'Crypto', 'Sport', 'Sustainability', 'Entrepreneurship', 'Networking', 'Business Management', 'Marketing']"
602,603,fabiolamartínez@edem.es,Fabiola,Martínez,female,18,BBA in Business Administration,2,"[1, 3, 16, 9, 14, 15, 2, 5, 13, 10, 6]","['Marketing', 'Management Skills', 'Employment', 'Sport', 'Music', 'HR', 'Finance and Investment', 'Tech', 'Design', 'Economy', 'Entrepreneurship']"
603,604,miguelrodrigo@edem.es,Miguel,Rodrigo,male,26,Master Marketing and Digital Sales,1,"[1, 4, 2, 3, 16, 8, 15, 6, 7, 13, 10, 11, 9, 5, 12]","['Marketing', 'Business Management', 'Finance and Investment', 'Management Skills', 'Employment', 'Crypto', 'HR', 'Entrepreneurship', 'Artificial Intelligence', 'Design', 'Economy', 'Networking', 'Sport', 'Tech', 'Sustainability']"
604,605,nuriaibáñez@edem.es,Nuria,Ibáñez,female,20,BBA in Business Administration,4,"[3, 14, 13, 16, 1, 5, 7, 2, 8, 9, 10]","['Management Skills', 'Music', 'Design', 'Employment', 'Marketing', 'Tech', 'Artificial Intelligence', 'Finance and Investment', 'Crypto', 'Sport', 'Economy']"
605,606,javiermatas@edem.es,Javier,Matas,male,19,BBA in Business Administration,4,"[13, 14, 1, 2, 12, 4, 7, 8, 11]","['Design', 'Music', 'Marketing', 'Finance and Investment', 'Sustainability', 'Business Management', 'Artificial Intelligence', 'Crypto', 'Networking']"
606,607,conradoplanas@edem.es,Conrado,Planas,male,21,BBA in Business Administration,2,"[7, 8]","['Artificial Intelligence', 'Crypto']"
607,608,teodosiotomas@edem.es,Teodosio,Tomas,male,26,Master Marketing and Digital Sales,1,"[7, 8, 16, 11]","['Artificial Intelligence', 'Crypto', 'Employment', 'Networking']"
608,609,balduinogálvez@edem.es,Balduino,Gálvez,male,19,BSc in Engineering and Management,2,"[11, 3, 16, 12, 1, 9, 14, 2, 5, 4]","['Networking', 'Management Skills', 'Employment', 'Sustainability', 'Marketing', 'Sport', 'Music', 'Finance and Investment', 'Tech', 'Business Management']"
609,610,franciscapalomar@edem.es,Francisca,Palomar,female,21,BSc in Engineering and Management,4,"[7, 6, 1, 11, 4, 2, 12, 16, 15, 14]","['Artificial Intelligence', 'Entrepreneurship', 'Marketing', 'Networking', 'Business Management', 'Finance and Investment', 'Sustainability', 'Employment', 'HR', 'Music']"
610,611,maricelamarqués@edem.es,Maricela,Marqués,female,20,BBA in Business Administration,4,"[9, 10, 2, 7, 4, 1]","['Sport', 'Economy', 'Finance and Investment', 'Artificial Intelligence', 'Business Management', 'Marketing']"
611,612,panchomarquez@edem.es,Pancho,Marquez,male,19,BBA in Business Administration,1,"[16, 12]","['Employment', 'Sustainability']"
612,613,aitorpriego@edem.es,Aitor,Priego,male,19,BBA in Business Administration,3,"[12, 13, 2, 4, 3]","['Sustainability', 'Design', 'Finance and Investment', 'Business Management', 'Management Skills']"
613,614,emigdioaguiló@edem.es,Emigdio,Aguiló,male,19,BBA in Business Administration,2,"[3, 11, 10, 6, 15, 1, 12, 13, 16, 9, 5, 14, 2, 4, 7, 8]","['Management Skills', 'Networking', 'Economy', 'Entrepreneurship', 'HR', 'Marketing', 'Sustainability', 'Design', 'Employment', 'Sport', 'Tech', 'Music', 'Finance and Investment', 'Business Management', 'Artificial Intelligence', 'Crypto']"
614,615,lorenzoavilés@edem.es,Lorenzo,Avilés,male,20,BBA in Business Administration,3,"[15, 12, 4, 1, 16, 7, 6, 3, 5, 13, 14, 10]","['HR', 'Sustainability', 'Business Management', 'Marketing', 'Employment', 'Artificial Intelligence', 'Entrepreneurship', 'Management Skills', 'Tech', 'Design', 'Music', 'Economy']"
615,616,zaidavaldés@edem.es,Zaida,Valdés,female,19,BBA in Business Administration,2,"[16, 4, 10, 3, 9, 6, 11, 8, 5, 7]","['Employment', 'Business Management', 'Economy', 'Management Skills', 'Sport', 'Entrepreneurship', 'Networking', 'Crypto', 'Tech', 'Artificial Intelligence']"
616,617,serafinamacías@edem.es,Serafina,Macías,female,24,Master Marketing and Digital Sales,1,"[3, 9, 16, 8, 5, 12]","['Management Skills', 'Sport', 'Employment', 'Crypto', 'Tech', 'Sustainability']"
617,618,romángrau@edem.es,Román,Grau,male,20,BBA in Business Administration,1,"[15, 1, 13, 11, 9, 7, 3, 16, 6, 14, 5, 2]","['HR', 'Marketing', 'Design', 'Networking', 'Sport', 'Artificial Intelligence', 'Management Skills', 'Employment', 'Entrepreneurship', 'Music', 'Tech', 'Finance and Investment']"
618,619,maríadoloresortuño@edem.es,María Dolores,Ortuño,female,19,BBA in Business Administration,4,"[3, 11, 9, 7, 4, 14, 8, 15, 16, 5, 10]","['Management Skills', 'Networking', 'Sport', 'Artificial Intelligence', 'Business Management', 'Music', 'Crypto', 'HR', 'Employment', 'Tech', 'Economy']"
619,620,constanzafalcón@edem.es,Constanza,Falcón,female,18,BBA in Business Administration,1,"[14, 11, 6, 2, 13, 9, 12, 1, 3, 10, 15]","['Music', 'Networking', 'Entrepreneurship', 'Finance and Investment', 'Design', 'Sport', 'Sustainability', 'Marketing', 'Management Skills', 'Economy', 'HR']"
620,621,martíniglesia@edem.es,Martín,Iglesia,male,18,BBA in Business Administration,1,"[4, 8, 16, 2, 1, 10, 7]","['Business Management', 'Crypto', 'Employment', 'Finance and Investment', 'Marketing', 'Economy', 'Artificial Intelligence']"
621,622,nidiacerro@edem.es,Nidia,Cerro,female,18,BSc in Engineering and Management,2,"[9, 1, 6, 4, 10, 2, 15, 13, 8, 7, 12, 16, 14, 11, 3, 5]","['Sport', 'Marketing', 'Entrepreneurship', 'Business Management', 'Economy', 'Finance and Investment', 'HR', 'Design', 'Crypto', 'Artificial Intelligence', 'Sustainability', 'Employment', 'Music', 'Networking', 'Management Skills', 'Tech']"
622,623,mauriciocaballero@edem.es,Mauricio,Caballero,male,19,BSc in Engineering and Management,4,"[9, 16]","['Sport', 'Employment']"
623,624,yaizaariza@edem.es,Yaiza,Ariza,female,19,BSc in Engineering and Management,2,"[3, 14]","['Management Skills', 'Music']"
624,625,fabiánsaez@edem.es,Fabián,Saez,male,19,BBA in Business Administration,3,"[3, 4, 9, 2, 13, 15, 14, 7, 11, 12]","['Management Skills', 'Business Management', 'Sport', 'Finance and Investment', 'Design', 'HR', 'Music', 'Artificial Intelligence', 'Networking', 'Sustainability']"
625,626,alexandrapatiño@edem.es,Alexandra,Patiño,female,25,Master Marketing and Digital Sales,1,"[6, 9, 12, 15, 7, 2, 10, 16]","['Entrepreneurship', 'Sport', 'Sustainability', 'HR', 'Artificial Intelligence', 'Finance and Investment', 'Economy', 'Employment']"
626,627,patriciacatalá@edem.es,Patricia,Catalá,female,19,BSc in Engineering and Management,4,"[14, 15, 2, 3, 13, 9, 7, 11, 6, 8, 16, 5, 4, 10, 12]","['Music', 'HR', 'Finance and Investment', 'Management Skills', 'Design', 'Sport', 'Artificial Intelligence', 'Networking', 'Entrepreneurship', 'Crypto', 'Employment', 'Tech', 'Business Management', 'Economy', 'Sustainability']"
627,628,artemiomarquez@edem.es,Artemio,Marquez,male,18,BSc in Engineering and Management,4,"[12, 7, 13, 11, 15, 6, 10, 4, 9, 8, 5]","['Sustainability', 'Artificial Intelligence', 'Design', 'Networking', 'HR', 'Entrepreneurship', 'Economy', 'Business Management', 'Sport', 'Crypto', 'Tech']"
628,629,eugeniaribes@edem.es,Eugenia,Ribes,female,18,BBA in Business Administration,2,"[12, 8, 15, 7, 1, 16, 5, 11, 3]","['Sustainability', 'Crypto', 'HR', 'Artificial Intelligence', 'Marketing', 'Employment', 'Tech', 'Networking', 'Management Skills']"
629,630,chuchofont@edem.es,Chucho,Font,male,18,BBA in Business Administration,4,"[1, 5, 4, 14, 6, 16, 15, 9, 3, 11]","['Marketing', 'Tech', 'Business Management', 'Music', 'Entrepreneurship', 'Employment', 'HR', 'Sport', 'Management Skills', 'Networking']"
630,631,blaspaz@edem.es,Blas,Paz,male,45,Bootcamp Full Stack,1,"[15, 6]","['HR', 'Entrepreneurship']"
631,632,juanmanuelvalls@edem.es,Juan Manuel,Valls,male,18,BBA in Business Administration,3,"[5, 16, 6, 10, 4]","['Tech', 'Employment', 'Entrepreneurship', 'Economy', 'Business Management']"
632,633,yagollamas@edem.es,Yago,Llamas,male,18,BBA in Business Administration,1,"[9, 13, 5, 2, 10, 7, 12, 4]","['Sport', 'Design', 'Tech', 'Finance and Investment', 'Economy', 'Artificial Intelligence', 'Sustainability', 'Business Management']"
633,634,selenacórdoba@edem.es,Selena,Córdoba,female,19,BSc in Engineering and Management,2,"[11, 13, 8]","['Networking', 'Design', 'Crypto']"
634,635,eduardotirado@edem.es,Eduardo,Tirado,male,18,BSc in Engineering and Management,4,"[16, 14, 12, 15, 10, 2]","['Employment', 'Music', 'Sustainability', 'HR', 'Economy', 'Finance and Investment']"
635,636,samuelmarquez@edem.es,Samuel,Marquez,male,18,BBA in Business Administration,1,"[2, 12, 13, 10, 7, 16, 1, 6, 9, 15]","['Finance and Investment', 'Sustainability', 'Design', 'Economy', 'Artificial Intelligence', 'Employment', 'Marketing', 'Entrepreneurship', 'Sport', 'HR']"
636,637,piedadnevado@edem.es,Piedad,Nevado,female,19,BSc in Engineering and Management,3,"[14, 15, 16, 2, 4, 11, 10, 1, 7, 9, 3, 5, 8, 13]","['Music', 'HR', 'Employment', 'Finance and Investment', 'Business Management', 'Networking', 'Economy', 'Marketing', 'Artificial Intelligence', 'Sport', 'Management Skills', 'Tech', 'Crypto', 'Design']"
637,638,samucardona@edem.es,Samu,Cardona,male,19,BSc in Engineering and Management,1,"[11, 9, 12, 4, 3]","['Networking', 'Sport', 'Sustainability', 'Business Management', 'Management Skills']"
638,639,joaquínbenet@edem.es,Joaquín,Benet,male,18,BBA in Business Administration,3,"[13, 8]","['Design', 'Crypto']"
639,640,calistogonzalez@edem.es,Calisto,Gonzalez,male,18,BBA in Business Administration,1,"[8, 7, 5]","['Crypto', 'Artificial Intelligence', 'Tech']"
640,641,titopuerta@edem.es,Tito,Puerta,male,50,Bootcamp Full Stack,1,"[5, 3, 6, 2, 8, 10, 1, 9, 7, 15, 11, 4, 16]","['Tech', 'Management Skills', 'Entrepreneurship', 'Finance and Investment', 'Crypto', 'Economy', 'Marketing', 'Sport', 'Artificial Intelligence', 'HR', 'Networking', 'Business Management', 'Employment']"
641,642,teopaz@edem.es,Teo,Paz,male,19,BBA in Business Administration,3,"[5, 8, 9, 4, 15]","['Tech', 'Crypto', 'Sport', 'Business Management', 'HR']"
642,643,apoloniaprat@edem.es,Apolonia,Prat,female,18,BBA in Business Administration,4,"[7, 9, 10, 12, 15, 4, 11, 2, 5, 16, 14, 3, 1]","['Artificial Intelligence', 'Sport', 'Economy', 'Sustainability', 'HR', 'Business Management', 'Networking', 'Finance and Investment', 'Tech', 'Employment', 'Music', 'Management Skills', 'Marketing']"
643,644,adriánlamas@edem.es,Adrián,Lamas,male,18,BSc in Engineering and Management,2,"[14, 7, 6, 16]","['Music', 'Artificial Intelligence', 'Entrepreneurship', 'Employment']"
644,645,juliocasals@edem.es,Julio,Casals,male,25,Master Finance,1,"[11, 6, 10, 16, 1, 5, 3]","['Networking', 'Entrepreneurship', 'Economy', 'Employment', 'Marketing', 'Tech', 'Management Skills']"
645,646,javipedrosa@edem.es,Javi,Pedrosa,male,18,BBA in Business Administration,2,"[15, 10, 3, 8, 1, 4, 11, 6, 14, 7, 9, 12]","['HR', 'Economy', 'Management Skills', 'Crypto', 'Marketing', 'Business Management', 'Networking', 'Entrepreneurship', 'Music', 'Artificial Intelligence', 'Sport', 'Sustainability']"
646,647,nicodemojuárez@edem.es,Nicodemo,Juárez,male,25,Master Finance,1,"[2, 4, 10, 3]","['Finance and Investment', 'Business Management', 'Economy', 'Management Skills']"
647,648,marisolpiquer@edem.es,Marisol,Piquer,female,21,BBA in Business Administration,3,"[1, 6, 12, 13, 2, 5, 8, 10, 16, 3]","['Marketing', 'Entrepreneurship', 'Sustainability', 'Design', 'Finance and Investment', 'Tech', 'Crypto', 'Economy', 'Employment', 'Management Skills']"
648,649,sergiopera@edem.es,Sergio,Pera,male,19,BBA in Business Administration,2,"[7, 4, 9, 14, 5, 13, 8]","['Artificial Intelligence', 'Business Management', 'Sport', 'Music', 'Tech', 'Design', 'Crypto']"
649,650,baltasarguillen@edem.es,Baltasar,Guillen,male,19,BBA in Business Administration,2,"[1, 7, 10, 11, 9]","['Marketing', 'Artificial Intelligence', 'Economy', 'Networking', 'Sport']"
650,651,jonatanamaya@edem.es,Jonatan,Amaya,male,20,BSc in Engineering and Management,4,"[9, 3]","['Sport', 'Management Skills']"
651,652,martínmosquera@edem.es,Martín,Mosquera,male,19,BSc in Engineering and Management,1,"[10, 4]","['Economy', 'Business Management']"
652,653,zoraidagiralt@edem.es,Zoraida,Giralt,female,27,Bootcamp Data Science,1,"[2, 8, 11, 1, 16, 7, 5, 6, 12]","['Finance and Investment', 'Crypto', 'Networking', 'Marketing', 'Employment', 'Artificial Intelligence', 'Tech', 'Entrepreneurship', 'Sustainability']"
653,654,miriambarroso@edem.es,Miriam,Barroso,female,18,BBA in Business Administration,2,[10],['Economy']
654,655,maximinosimó@edem.es,Maximino,Simó,male,27,Master Data Analytics,1,"[8, 7, 9, 12, 2, 6, 16, 14, 13, 10, 15, 5, 4]","['Crypto', 'Artificial Intelligence', 'Sport', 'Sustainability', 'Finance and Investment', 'Entrepreneurship', 'Employment', 'Music', 'Design', 'Economy', 'HR', 'Tech', 'Business Management']"
655,656,yéssicamatas@edem.es,Yéssica,Matas,female,18,BBA in Business Administration,2,[2],['Finance and Investment']
656,657,mirtareal@edem.es,Mirta,Real,female,18,BSc in Engineering and Management,1,"[10, 6, 8, 7, 12, 3, 1, 15]","['Economy', 'Entrepreneurship', 'Crypto', 'Artificial Intelligence', 'Sustainability', 'Management Skills', 'Marketing', 'HR']"
657,658,bautistachaves@edem.es,Bautista,Chaves,male,19,BBA in Business Administration,3,"[12, 11, 5, 4, 9, 14, 1, 15, 7, 8, 10, 16]","['Sustainability', 'Networking', 'Tech', 'Business Management', 'Sport', 'Music', 'Marketing', 'HR', 'Artificial Intelligence', 'Crypto', 'Economy', 'Employment']"
658,659,alonsoarcos@edem.es,Alonso,Arcos,male,20,BSc in Engineering and Management,1,"[8, 3, 6, 7, 11, 15, 2, 13, 4]","['Crypto', 'Management Skills', 'Entrepreneurship', 'Artificial Intelligence', 'Networking', 'HR', 'Finance and Investment', 'Design', 'Business Management']"
